step,loss
50,0.7408
100,0.2734
150,0.1072
200,0.0610
250,0.0504
300,0.0468
350,0.0417
400,0.0399
450,0.0386
500,0.0371
550,0.0377
600,0.0361
650,0.0339
700,0.0347
750,0.0335
800,0.0321
850,0.0315
900,0.0321
950,0.0328
1000,0.0313
