prefix_len,cache,wall,throughput,ttft_p50,ttft_p95,ttft_p99,e2e_p99,prefill_tokens,saved_tokens,reused
0,False,1.941634772985708,395.54297784800394,10.96212672395007,27.413718776437243,52.63072104966817,295.9477994996498,498,0,0
0,True,1.9954784710134845,384.8701006580843,9.52233955067619,26.399240977202535,39.226021220779764,262.4822505523404,498,0,0
64,False,2.0132339260017034,381.4757888196596,18.47284798277417,43.663461387278026,84.31663085028124,379.01120154746576,2546,0,0
64,True,2.046933429024648,375.1953967384018,11.712119501128937,31.22682295272709,90.10457820877915,290.1667221471458,690,1856,116
128,False,2.2124625820142683,347.12451466672854,34.765788492136124,66.66657819472384,75.99019294664774,744.2367890972598,4594,0,0
128,True,1.9864026459981687,386.6285627172428,11.860644167271449,35.15555184823656,38.26981668963266,342.7126288455399,882,3712,232
256,False,2.5842634630098473,297.18332166702675,84.63968745534589,334.2259084743983,358.75651891361906,1136.5572310891675,8690,0,0
256,True,2.1921971259871498,350.3334581073171,18.81605322877804,64.68800301397738,72.57064942320281,648.633814168302,1266,7424,464
