name,params,train_s,loss,fd
unet-S,136913,51.273582458496094,0.04799854919314384,1872.248291015625
unet-M,366625,95.83809447288513,0.034605078361928464,758.0142822265625
unet-L,1203521,226.52214932441711,0.03046668954193592,360.5304870605469
dit-S,320656,25.736175537109375,0.07292016789317131,2109.607177734375
dit-M,1857552,83.85510873794556,0.06247057806700468,1005.3043823242188
dit-L,5495440,191.34354424476624,0.055860416181385514,830.9755859375
